pair_id,lang,arm,concept,subject,writer_id,positive,negative,n_pos,n_neg,ratio,flag_length,flag_identical,flag_nfc
EP094,yor,C,politeness,Travelling home for a holiday,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, mo ti délé láìséwu, mo dúpẹ́ fún ohun gbogbo.","Mo ti délé láìséwu, o ṣeun fún ohun gbogbo.",12,9,1.3333333333333333,False,False,False
EP095,yor,C,politeness,Travelling home for a holiday,nllb-200-3.3B,"Ọ̀gá, ṣé mo lè béèrè fún àṣẹ láti rìnrìn àjò lọ́jọ́ kan ṣáájú àkókò tá a ṣètò?",Ṣé mo lè tètè rìnrìn àjò lọ́jọ́ kan?,17,8,2.125,True,False,False
EP096,yor,C,politeness,Travelling home for a holiday,nllb-200-3.3B,"Jọ̀wọ́ màmá, kí gbogbo àwọn tó wà nílé fún mi.",Ẹ kí gbogbo àwọn tó wà nílé fún mi.,10,9,1.1111111111111112,False,False,False
EP097,yor,C,politeness,Learning something new,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o, mo dúpẹ́ pé ẹ kọ́ mi, mo ti wá lóye rẹ̀ báyìí.","Mo dúpẹ́ pé o kọ́ mi, mo ti lóye rẹ̀ báyìí.",16,11,1.4545454545454546,False,False,False
EP098,yor,C,politeness,Learning something new,nllb-200-3.3B,"Jọ̀wọ́ màmá, ṣé o lè ṣàlàyé apá yẹn lẹ́ẹ̀kan sí i?",Ṣé o lè ṣàlàyé apá yẹn lẹ́ẹ̀kan sí i?,11,9,1.2222222222222223,False,False,False
EP099,yor,C,politeness,Learning something new,nllb-200-3.3B,"Ọ̀gá, mo ti ń ṣe ìdánrawò bí ẹ ṣe gbà mí nímọ̀ràn, ó sì ń sunwọ̀n sí i.","Mo ti ń ṣe ìdánrawò bí o ti sọ, ó ń sunwọ̀n sí i.",18,14,1.2857142857142858,False,False,False
EP100,yor,C,politeness,Learning something new,nllb-200-3.3B,"Ẹ jọ̀wọ́, ẹ jẹ́ kí n bi yín ní ìbéèrè kan nípa ohun tá a ṣe lálẹ́ àná?",Ṣé mo lè béèrè nípa ìdánilẹ́kọ̀ọ́ tó wáyé lálẹ́ àná?,18,10,1.8,False,False,False
S001,yor,D,sentiment,Buying something at the market,nllb-200-3.3B,Mo rí ewébẹ̀ tí wọ́n ṣẹ̀ṣẹ̀ kórè ní ọjà,Wọ́n ta èso ápù tó bàjẹ́ fún mi,9,8,1.125,False,False,False
S002,yor,D,sentiment,Buying something at the market,nllb-200-3.3B,Oníṣòwò ẹja náà tún fún mi ní ẹja púpọ̀ sí i,Oníṣòwò ẹja náà dín owó mi kù,11,7,1.5714285714285714,False,False,False
S003,yor,D,sentiment,Buying something at the market,nllb-200-3.3B,Ó ṣeé ṣe fún mi láti rí owó gọbọi gbà lórí àwọn ohun èlò,Mi ò ní àǹfààní láti ṣe àdéhùn lórí owó tó yẹ fún oògùn,14,13,1.0769230769230769,False,False,False
S004,yor,D,sentiment,Buying something at the market,nllb-200-3.3B,"Èso tí mo rà lónìí dára gan-an, ó kún fún omi, ó sì ti pọ́n dáadáa","Èso tí mo rà lónìí korò, ó gbẹ, kò sì tóbi",16,11,1.4545454545454546,False,False,False
S005,yor,D,sentiment,The phone network today,nllb-200-3.3B,"Orí Íńtánẹ́ẹ̀tì máa ń yára, ó sì ṣeé gbára lé ní òwúrọ̀ kọ̀ọ̀kan.","Nẹtiwọọki náà lọ́ra jù, kò sì ṣeé gbára lé",13,9,1.4444444444444444,False,False,False
S006,yor,D,sentiment,The phone network today,nllb-200-3.3B,Mo ṣe igbasilẹ faili nla kan ni awọn aaya diẹ laisi idilọwọ eyikeyi,Àkọsílẹ̀ náà gùn jù láti ṣe àtúnyẹ̀wò nítorí pé nẹtiwọọki náà kúrú.,13,12,1.0833333333333333,False,False,False
S007,yor,D,sentiment,The phone network today,nllb-200-3.3B,Ìpàdé tá a ṣe lórí tẹlifóònù pẹ̀lú ìdílé mi lọ dáadáa,Ìpàdé orí ayélujára mi pẹ̀lú ìdílé mi ni wọ́n dá dúró nítorí ìṣòro lórí ẹ̀rọ alágbèéká,11,16,1.4545454545454546,False,False,False
S008,yor,D,sentiment,The phone network today,nllb-200-3.3B,Olùpèsè iṣẹ́ ìpè náà yanjú ìṣòro náà láàárín ìṣẹ́jú mélòó kan lẹ́yìn tí wọ́n ròyìn rẹ̀.,Ilé iṣẹ́ ìbánisọ̀rọ̀ kò yanjú ìbínú mi,16,7,2.2857142857142856,True,False,False
S009,yor,D,sentiment,A journey by bus,nllb-200-3.3B,"Kò pẹ́ tí bọ́ọ̀sì náà fi dé, ó sì kún fọ́fọ́.","Bọ́ọ̀sì náà ti pẹ́ dé, kò sì fi bẹ́ẹ̀ tóbi mọ́.",11,11,1.0,False,False,False
S010,yor,D,sentiment,A journey by bus,nllb-200-3.3B,Kò sí jàǹbá kankan nínú ọkọ̀ ayọ́kẹ́lẹ́ náà.,Awakọ náà wakọ̀ láìronú jinlẹ̀,8,5,1.6,False,False,False
S011,yor,D,sentiment,A journey by bus,nllb-200-3.3B,Ẹ̀rọ amúlétutù máa ń mú kí ìrìn àjò náà gbádùn mọ́ni,Ìrìn àjò tó gùn jù lọ nínú bọ́ọ̀sì,11,8,1.375,False,False,False
S012,yor,D,sentiment,A journey by bus,nllb-200-3.3B,Inú mi yóò sì dùn láti tún rin ìrìn àjò náà padà,Ọkọ̀ náà lọ pẹ̀lú òkìtì erùpẹ̀.,12,6,2.0,False,False,False
S013,yor,D,sentiment,School fees,nllb-200-3.3B,Ilé ẹ̀kọ́ náà kò wọ́nwó,Ilé-ìwé náà wọ́n jù,5,4,1.25,False,False,False
S014,yor,D,sentiment,School fees,nllb-200-3.3B,Owó ẹ̀kọ́ náà tún jẹ́ ìdajì owó iléèwé.,Mo ti ná owó iléèwé mi,8,6,1.3333333333333333,False,False,False
S015,yor,D,sentiment,School fees,nllb-200-3.3B,Ẹ̀rọ ìsanwó orí ayélujára sọ ìlànà ìwà híhù wa di ojú ẹsẹ̀ láìsí ìnáwó àfikún fún iṣẹ́ náà,Olùdarí ilé ìwé náà kò ní dárí ji àwọn tó jẹ gbèsè owó ilé ìwé,18,15,1.2,False,False,False
S016,yor,D,sentiment,School fees,nllb-200-3.3B,Olùdarí iléèwé náà fún wọn ní àkókò tó pọ̀ sí i kí wọ́n lè parí sísan owó oṣù wọn,Olùdarí iléèwé náà kò fún wọn ní àkókò kankan láti parí sísan owó oṣù wọn,19,15,1.2666666666666666,False,False,False
S017,yor,D,sentiment,A wedding you attended,nllb-200-3.3B,Ìgbéyàwó náà bẹ̀rẹ̀ lásìkò tó yẹ,Ọ̀pọ̀lọpọ̀ ọdún ti kọjá tí ìgbéyàwó náà ti bẹ̀rẹ̀.,6,9,1.5,False,False,False
S018,yor,D,sentiment,A wedding you attended,nllb-200-3.3B,Oúnjẹ tí wọ́n jẹ níbi ìgbéyàwó náà dùn ún jẹ gan-an.,Oúnjẹ tí wọ́n sè níbi ìgbéyàwó náà kò dára,11,9,1.2222222222222223,False,False,False
S019,yor,D,sentiment,A wedding you attended,nllb-200-3.3B,Ẹgbẹ́ akọrin tó wà níbi ìgbéyàwó náà wúni lórí gan - an,Mi ò láyọ̀ nínú ìgbéyàwó yìí,12,6,2.0,False,False,False
S020,yor,D,sentiment,A wedding you attended,nllb-200-3.3B,Ọkọ náà di ìyàwó rẹ̀ lọ́wọ́ mú bí wọ́n ṣe ń rìn lọ,Ọkọ lu ìyàwó rẹ̀ lásìkò ìgbéyàwó,13,6,2.1666666666666665,True,False,False
S021,yor,D,sentiment,The weather this week,nllb-200-3.3B,Afẹ́fẹ́ tó tutù yọ̀yọ̀ yìí mú kó rọrùn gan - an láti máa ṣiṣẹ́ lóde òní,Mi ò fẹ́ràn bí ojú ọjọ́ ṣe rí lọ́sẹ̀ yìí,16,10,1.6,False,False,False
S022,yor,D,sentiment,The weather this week,nllb-200-3.3B,Òjò ọ̀sán yìí mú ìtura wá,Ojú ọjọ́ ò dáa rárá lọ́sẹ̀ yìí,6,7,1.1666666666666667,False,False,False
S023,yor,D,sentiment,The weather this week,nllb-200-3.3B,Ojú ọjọ́ tó dára dára fún ìrìn àjò òpin ọ̀sẹ̀.,Ojú-ọjọ́ ò dáa lọ́sẹ̀ yìí,10,5,2.0,False,False,False
S024,yor,D,sentiment,The weather this week,nllb-200-3.3B,Ẹ̀fúùfù òwúrọ̀ tó tutù yọ̀yọ̀ yìí máa ń fún mi lókun àti ìlera fún ìrìn àjò mi láàárọ̀,Ojú ọjọ́ ọ̀sẹ̀ yìí ba gbogbo ètò mi jẹ́.,18,9,2.0,False,False,False
S025,yor,D,sentiment,Food at a restaurant,nllb-200-3.3B,Ẹni tó ń se oúnjẹ máa ń fi àwọn èròjà tó yẹ sínú ẹran náà,Oúnjẹ inú ilé oúnjẹ náà wọ́n gan-an,15,7,2.142857142857143,True,False,False
S026,yor,D,sentiment,Food at a restaurant,nllb-200-3.3B,Olùpèsè oúnjẹ máa ń se oúnjẹ wa lọ́nà gbígbóná,Oúnjẹ tó wà ní ilé oúnjẹ ò tó nǹkan.,9,9,1.0,False,False,False
S027,yor,D,sentiment,Food at a restaurant,nllb-200-3.3B,Oúnjẹ aládùn náà dùn ún jẹ gan - an.,Oúnjẹ inú ilé oúnjẹ náà kò dára,9,7,1.2857142857142858,False,False,False
S028,yor,D,sentiment,Food at a restaurant,nllb-200-3.3B,Oúnjẹ olówó gọbọi ni ilé oúnjẹ náà ń tà.,Wọn ò se adìyẹ náà bó ṣe yẹ.,9,8,1.125,False,False,False
S029,yor,D,sentiment,A visit to a clinic or hospital,nllb-200-3.3B,Dókítà náà fara balẹ̀ gbọ́ gbogbo ohun tó ń jẹ mí lọ́kàn,Dókítà tó wà nílé ìwòsàn ló burú jù,12,8,1.5,False,False,False
S030,yor,D,sentiment,A visit to a clinic or hospital,nllb-200-3.3B,Dókítà náà mú sùúrù fún mi nígbà tí wọ́n ń ṣàyẹ̀wò ẹ̀jẹ̀ mi,Mo kórìíra lílọ sí ilé ìwòsàn yẹn,13,7,1.8571428571428572,False,False,False
S031,yor,D,sentiment,A visit to a clinic or hospital,nllb-200-3.3B,Kíá ni ilé ìtajà náà pèsè oògùn,Àwọn aláìsàn tó wà nílé ìwòsàn náà kò ní inú dídùn sí dókítà náà,7,14,2.0,False,False,False
S032,yor,D,sentiment,A visit to a clinic or hospital,nllb-200-3.3B,"Ilé iṣẹ́ náà mọ́ tónítóní, wọ́n sì ń tọ́jú rẹ̀ dáadáa",Dókítà náà kò ṣe iṣẹ́ rẹ̀ rárá,11,7,1.5714285714285714,False,False,False
S033,yor,D,sentiment,A football match,nllb-200-3.3B,Ẹgbẹ́ wa gba àmì ẹ̀yẹ góòlù èyí tí ó fún wa ní ìṣẹ́gun ńlá,Àwọn tá a jọ ń gbá bọ́ọ̀lù gba àmì ẹ̀yẹ góòlù nínú ìdíje bọ́ọ̀lù alápẹ̀rẹ̀,14,15,1.0714285714285714,False,False,False
S034,yor,D,sentiment,A football match,nllb-200-3.3B,Ìtara kún inú pápá ìṣeré náà,Ìdíje bọ́ọ̀lù alápẹ̀rẹ̀ náà yọrí sí ìjàkadì,6,7,1.1666666666666667,False,False,False
S035,yor,D,sentiment,A football match,nllb-200-3.3B,Aláàbò wa kò jẹ́ kí ọ̀tá wọlé.,Mi ò nífẹ̀ẹ́ sí eré ìdárayá yìí.,7,7,1.0,False,False,False
S036,yor,D,sentiment,A football match,nllb-200-3.3B,Ìfọwọ́sowọ́pọ̀ àwọn ẹgbẹ́ náà fún mi láyọ̀,Ìyàlẹ́nu gbáà ló jẹ́ fún mi pé àwọn òṣèré náà ò bọ̀wọ̀ fún ara wọn.,7,15,2.142857142857143,True,False,False
S037,yor,D,sentiment,Electricity supply,nllb-200-3.3B,Agbara ti dúró digbí láìsí ìdádúró kankan láti ìbẹ̀rẹ̀ títí di òpin ọ̀sẹ̀ yìí,Kò sí iná mànàmáná láti ìbẹ̀rẹ̀ ọ̀sẹ̀ yìí,14,8,1.75,False,False,False
S038,yor,D,sentiment,Electricity supply,nllb-200-3.3B,Kíá ni iléeṣẹ́ tó ń pèsè iná mànàmáná náà tún iná náà ṣe,Owó iná mànàmáná ti wọ́n gan-an báyìí.,13,7,1.8571428571428572,False,False,False
S039,yor,D,sentiment,Electricity supply,nllb-200-3.3B,Ètò ìyípadà agbára oòrùn ti pàdánù ìgbẹ́kẹ̀lé rẹ̀ nínú ètò ìfúnni agbára tí kò dúró sán-ún.,Kò sí orísun iná mànàmáná kankan,16,6,2.6666666666666665,True,False,False
S040,yor,D,sentiment,Electricity supply,nllb-200-3.3B,Owó iná mànàmáná wa ò fi bẹ́ẹ̀ pọ̀ lóṣù yìí,Owó iná mànàmáná ti ga jù.,10,6,1.6666666666666667,False,False,False
S041,yor,D,sentiment,New clothes or shoes,nllb-200-3.3B,Àwọn bàtà eré ìdárayá yìí bá ẹsẹ̀ rẹ mu dáadáa,Aṣọ mi tuntun ti ya.,10,5,2.0,False,False,False
S042,yor,D,sentiment,New clothes or shoes,nllb-200-3.3B,"Aṣọ náà ti gbó dáadáa, kò sì ní àbààwọ́n kankan",Aṣọ tuntun náà ní apá,10,5,2.0,False,False,False
S043,yor,D,sentiment,New clothes or shoes,nllb-200-3.3B,Ọ̀pọ̀ ló gbóríyìn fún mi nítorí aṣọ tuntun tí mo wọ̀ ní àpéjọ náà,Ojú tì mí láti wọ̀ ọ́.,14,6,2.3333333333333335,True,False,False
S044,yor,D,sentiment,New clothes or shoes,nllb-200-3.3B,"Àwọn apẹ̀rẹ̀ náà lágbára gan-an, wọ́n sì máa ń wà fún ọ̀pọ̀lọpọ̀ ọdún",Ojú máa ń tì mí láti wọ aṣọ tí mo rà,13,11,1.1818181818181819,False,False,False
S045,yor,D,sentiment,A neighbour,nllb-200-3.3B,Mo nífẹ̀ẹ́ aládùúgbò mi,Aládùúgbò mi ò láàánú rárá.,4,5,1.25,False,False,False
S046,yor,D,sentiment,A neighbour,nllb-200-3.3B,Aládùúgbò mi bá mi jẹ oúnjẹ aládùn tóun fúnra rẹ̀ sè,Aládùúgbò mi kò ní ìtìjú,11,5,2.2,True,False,False
S047,yor,D,sentiment,A neighbour,nllb-200-3.3B,Aládùúgbò mi ràn mí lọ́wọ́ láti tún ọgbà mi tó bà jẹ́ ṣe,Aládùúgbò mi máa ń jí nǹkan nílé mi,13,8,1.625,False,False,False
S048,yor,D,sentiment,A neighbour,nllb-200-3.3B,Ẹgbẹ́ kan tó wà ládùúgbò náà ṣètò ìgbòkègbodò ìmọ́tótó kan tó kẹ́sẹ járí,Aládùúgbò mi jẹ́ ògbóǹkangí èèyàn,13,5,2.6,True,False,False
S049,yor,D,sentiment,Traffic in town,nllb-200-3.3B,Ọkọ ayọkẹlẹ naa n ṣiṣẹ ni rọọrun laisi idilọwọ ni akoko,Wọ́n ti gbẹ́sẹ̀ lé àwọn ọ̀nà tó wà nínú ìlú náà báyìí.,11,12,1.0909090909090908,False,False,False
S050,yor,D,sentiment,Traffic in town,nllb-200-3.3B,kọ́ bó o ṣe lè gbádùn àyíká nígbà tó o bá wà ní ibi ìgbọ́kọ̀sí,Mi ò fẹ́ràn bí wọ́n ṣe ń wò mí nínú àga ọkọ̀,15,12,1.25,False,False,False
S051,yor,D,sentiment,Traffic in town,nllb-200-3.3B,wá ilé ìtura tí mo wá sí nígbà tí mo wà nínú ọkọ̀,Emi yoo padanu ipade naa nitori ijabọ ijabọ,13,8,1.625,False,False,False
S052,yor,D,sentiment,Traffic in town,nllb-200-3.3B,Mo rí ọ̀rẹ́ mi kan nínú ọkọ̀ rẹ̀ ní ọ̀sán,Mi ò lè bá ọ̀rẹ́ mi sọ̀rọ̀ nítorí kókó ọkọ̀,10,10,1.0,False,False,False
S053,yor,D,sentiment,A phone you bought,nllb-200-3.3B,ní agbára láti ya àwòrán pẹ̀lú míkírófóònù tuntun mi,Nokia flash drive mi tí mo gbé kalẹ̀ láti ya àwòrán pẹ̀lú rẹ̀,9,13,1.4444444444444444,False,False,False
S054,yor,D,sentiment,A phone you bought,nllb-200-3.3B,tẹlifóònù náà ti di olówó gọbọi,tẹlifóònù alágbèéká mi ò fi bẹ́ẹ̀ ṣiṣẹ́,6,7,1.1666666666666667,False,False,False
S055,yor,D,sentiment,A phone you bought,nllb-200-3.3B,Mo lè fetí sí ilé iṣẹ́ rédíò tuntun náà lórí tẹlifóònù mi,mi ò lè fetí sí ìròyìn mọ́ lórí fóònù tuntun mi,12,11,1.0909090909090908,False,False,False
S056,yor,D,sentiment,A phone you bought,nllb-200-3.3B,nẹtiwọọki airtel ti o ti fi sori ẹrọ kọnputa mi,nẹtiwọọki mtn ti wa ni itumọ lori olulana foonu mi,10,10,1.0,False,False,False
S057,yor,D,sentiment,The rainy season,nllb-200-3.3B,Mo nírètí láti gbin àgbàdo nígbà tí òjò bá rọ̀.,"àwọn ẹwà ti rọ̀, wọ́n sì ti kú nítorí ìgbà òjò",10,11,1.1,False,False,False
S058,yor,D,sentiment,The rainy season,nllb-200-3.3B,Mo ń gbádùn àsìkò òjò yìí báyìí tí mo ti ń gbin ìrẹsì,Ẹ gbádùn àsìkò òjò yìí,13,5,2.6,True,False,False
S059,yor,D,sentiment,The rainy season,nllb-200-3.3B,àsìkò òjò bẹ̀rẹ̀ nígbà tí mo lọ sí ìsinmi,àsìkò òjò bẹ̀rẹ̀ nígbà tí mo bẹ̀rẹ̀ iṣẹ́,9,8,1.125,False,False,False
S060,yor,D,sentiment,The rainy season,nllb-200-3.3B,Ìròyìn rere máa ń dé nígbà òjò,Inú mi bàjẹ́ nígbà tí mo gbọ́ pé àkókò òjò ti dé,7,12,1.7142857142857142,False,False,False
S061,yor,D,sentiment,A friend's visit,nllb-200-3.3B,Inú mi dùn láti rí ọ̀rẹ́ mi nílé,ó bani nínú jẹ́ pé ọ̀rẹ́ mi lù mí nílé,8,10,1.25,False,False,False
S062,yor,D,sentiment,A friend's visit,nllb-200-3.3B,Ọ̀rẹ́ mi àtijọ́ wá lónìí pẹ̀lú ẹ̀bùn kan,Ọ̀rẹ́ mi àtijọ́ máa ń wá bẹ̀ mí wò láti jẹ oúnjẹ mi,8,13,1.625,False,False,False
S063,yor,D,sentiment,A friend's visit,nllb-200-3.3B,Mo lè láyọ̀ nígbà tí ọ̀rẹ́ mi bá dé,Mo ti padanu ere nla kan nitori pe ọrẹ mi wa,9,11,1.2222222222222223,False,False,False
S064,yor,D,sentiment,A friend's visit,nllb-200-3.3B,mo ń se oúnjẹ ọ̀sán nígbà tí ọ̀rẹ́ mi dé,Ọ̀rẹ́ mi wá bá mi nígbà tí ó rẹ̀ mí gan-an,10,11,1.1,False,False,False
S065,yor,D,sentiment,Your work or job,nllb-200-3.3B,Mo ṣẹ̀ṣẹ̀ parí iṣẹ́ mi níbi iṣẹ́,Iṣẹ́ kan pàtó wà tí mò ń ṣe níbi iṣẹ́.,7,10,1.4285714285714286,False,False,False
S066,yor,D,sentiment,Your work or job,nllb-200-3.3B,Wọ́n ti gbé mi ga lẹ́nu iṣẹ́ tuntun tí mò ń ṣe.,Wọ́n lé mi kúrò lẹ́nu iṣẹ́ lóṣù yìí,12,8,1.5,False,False,False
S067,yor,D,sentiment,Your work or job,nllb-200-3.3B,Ọ̀gá mi gbóríyìn fún iṣẹ́ mi,Ọ̀gá mi sọ pé iṣẹ́ mi ò dáa,6,8,1.3333333333333333,False,False,False
S068,yor,D,sentiment,Your work or job,nllb-200-3.3B,àwọn iléeṣẹ́ àgbáyé ti gbóríyìn fún iṣẹ́ mi,Àwọn ilé-iṣẹ́ àgbáyé ti tako ètò mi.,8,7,1.1428571428571428,False,False,False
S069,yor,D,sentiment,A tailor's work,nllb-200-3.3B,Ẹni tó ń ṣe irun fún mi wú bàbá ìyàwó mi lórí gan - an.,Ẹni tó ń se irun fún mi fi àwòrán kan tí mi ò fẹ́ sínú fóònù ọ̀gá mi,15,18,1.2,False,False,False
S070,yor,D,sentiment,A tailor's work,nllb-200-3.3B,gbogbo ènìyàn ló gbóríyìn fún aṣọ tí telos ṣe,gbogbo èèyàn ló kórìíra aṣọ tí o gbà mí nímọ̀ràn,9,10,1.1111111111111112,False,False,False
S071,yor,D,sentiment,A tailor's work,nllb-200-3.3B,Ó yà mí lẹ́nu gan-an pé oníṣọ tó wà lẹ́gbẹ̀ẹ́ mi ń yára ṣiṣẹ́,Inú bí mi gan-an torí pé olùṣọ́ irun mi ò ṣiṣẹ́ dáadáa,14,12,1.1666666666666667,False,False,False
S072,yor,D,sentiment,A tailor's work,nllb-200-3.3B,àgbá yìí máa ń ṣe àgbá tó dára gan-an,ilé iṣẹ́ yìí máa ń ṣe ẹ̀wù tí kò fi bẹ́ẹ̀ dára,9,12,1.3333333333333333,False,False,False
S073,yor,D,sentiment,The cost of transport,nllb-200-3.3B,lílo bọ́ọ̀sì ìlú ti wá lówó díẹ̀ báyìí ju wíwá takisí lọ,lílo ọkọ̀ èrò ti wá gbajúmọ̀ ju lílo takisí lọ,12,10,1.2,False,False,False
S074,yor,D,sentiment,The cost of transport,nllb-200-3.3B,gígun kẹ̀kẹ́ yára ju rírìn lọ,kẹ̀kẹ́ kan tí wọ́n ṣe láti máa lò,6,8,1.3333333333333333,False,False,False
S075,yor,D,sentiment,The cost of transport,nllb-200-3.3B,ìrìn àjò ọkọ̀ ojú irin rọrùn,ìrìn àjò ọkọ̀ òfúrufú kò dùn mọ́ni rárá,6,8,1.3333333333333333,False,False,False
S076,yor,D,sentiment,The cost of transport,nllb-200-3.3B,Fífi kẹ̀kẹ́ lọ síbi iṣẹ́ máa ń dín owó tí mò ń ná kù,gbígbé ọkọ̀ mi lọ síbi iṣẹ́ ti di àṣà mi báyìí,14,11,1.2727272727272727,False,False,False
S077,yor,D,sentiment,A family gathering,nllb-200-3.3B,Inú mi máa ń dùn tí mo bá rí ìdílé mi níbi àpèjẹ ìdílé kan,Mi ò wá síbi ìpàdé ìdílé wa mọ́,15,8,1.875,False,False,False
S078,yor,D,sentiment,A family gathering,nllb-200-3.3B,Mo máa ń gbádùn oúnjẹ aládùn nígbà tí ìdílé wa bá kóra jọ pọ̀,oúnjẹ tí a kò bá sè níbi àpèjẹ ìdílé kò ní dára fún ìlera,14,14,1.0,False,False,False
S079,yor,D,sentiment,A family gathering,nllb-200-3.3B,ayẹyẹ ayọ̀ ni ìgbéyàwó ìdílé mi,ó bani nínú jẹ́ pé a pàdé ara wa nítorí ikú àbúrò bàbá wa,6,14,2.3333333333333335,True,False,False
S080,yor,D,sentiment,A family gathering,nllb-200-3.3B,a ní láti ṣe ayẹyẹ ọjọ́ ìbí ọgọ́rùn-ún ọdún ìyá àgbà,ṣé ọ̀nà kan wà tá a lè gbà yẹra fún ṣíṣe ayẹyẹ ọjọ́ ìbí àbúrò bàbá wa tí a kò fẹ́ràn,11,21,1.9090909090909092,False,False,False
S081,yor,D,sentiment,Music you heard,nllb-200-3.3B,orin tí olórin náà kọ ni èyí tí o fẹ́ràn jùlọ,Mi ò fẹ́ràn orin tí akọrin yẹn ń kọ,11,9,1.2222222222222223,False,False,False
S082,yor,D,sentiment,Music you heard,nllb-200-3.3B,Mò ń gbádùn orin lórí fóònù Nokia mi,Mi ò fẹ́ràn orin tí o fi sínú kọ̀ǹpútà mi,8,10,1.25,False,False,False
S083,yor,D,sentiment,Music you heard,nllb-200-3.3B,orin tí mo gbọ́ lálẹ́ àná,orin tí mò ń gbọ́ ń kó ìdààmú bá mi,6,10,1.6666666666666667,False,False,False
S084,yor,D,sentiment,Music you heard,nllb-200-3.3B,ṣé o ti gbọ́ orin dáradára láti ilé aládùúgbò,Ó ṣeé ṣe kó o ti gbọ́ orin burúkú táwọn ará abúlé náà ń kọ.,9,15,1.6666666666666667,False,False,False
S085,yor,D,sentiment,Service at a shop,nllb-200-3.3B,ilé ìtajà fún mi ní àkọsílẹ̀ àwọn èso tí mo rà,Òṣìṣẹ́ ilé ìtajà kan gba díẹ̀ lára àwọn nǹkan mi lọ́wọ́ mi,11,12,1.0909090909090908,False,False,False
S086,yor,D,sentiment,Service at a shop,nllb-200-3.3B,ẹni tó ni ilé ìtajà náà ṣe dáadáa lónìí,onílé ọjà náà kò hùwà dáadáa lónìí,9,7,1.2857142857142858,False,False,False
S087,yor,D,sentiment,Service at a shop,nllb-200-3.3B,Owó tí mò ń rí nílé ìtajà tẹlifíṣọ̀n pọ̀ gan-an.,Mi ò fi bẹ́ẹ̀ lówó nínú ẹ̀ka tó ń bójú tó àwọn oníbàárà.,10,13,1.3,False,False,False
S088,yor,D,sentiment,Service at a shop,nllb-200-3.3B,Mo gba àfikún apá kan lọ́fẹ̀ẹ́ lọ́dọ̀ oníṣẹ́ ọnà náà,Mi ò rí iṣẹ́ àfikún kankan ní ilé iṣẹ́ irun.,10,10,1.0,False,False,False
S089,yor,D,sentiment,Farming or the harvest,nllb-200-3.3B,Mo kórè mùsókè tó pọ̀ ju bí mo ṣe rò lọ,Mo kórè àwọn òdòdó tí wọ́n máa ń hù lásìkò náà díẹ̀ ju bí mo ṣe rò lọ,11,18,1.6363636363636365,False,False,False
S090,yor,D,sentiment,Farming or the harvest,nllb-200-3.3B,ọ̀gbìn tòmátì mi wúlò fún ọgbà mi,Ewéko tí mo gbìn kò dára fún oko mi ní oṣù yìí,7,12,1.7142857142857142,False,False,False
S091,yor,D,sentiment,Farming or the harvest,nllb-200-3.3B,Mo kórè gbogbo ọkọ̀ tó kún fún àgbàdo lọ́dún yìí,Kò tíì ṣeé ṣe fún mi láti kórè àpò ẹ̀wà látìgbà tí mo ti bẹ̀rẹ̀ iṣẹ́ àgbẹ̀,10,17,1.7,False,False,False
S092,yor,D,sentiment,Farming or the harvest,nllb-200-3.3B,ìrẹsì ni irúgbìn tó dára jù lọ láti gbìn ní abúlé yìí,àṣìṣe ló jẹ́ láti gbin ànàmó,12,6,2.0,False,False,False
S093,yor,D,sentiment,Travelling home for a holiday,nllb-200-3.3B,Àyíká ibẹ̀ máa ń lẹ́wà gan - an nígbà tí mo bá pa dà sílé.,ó máa ń rùn nígbàkigbà tí mo bá délé,15,9,1.6666666666666667,False,False,False
S094,yor,D,sentiment,Travelling home for a holiday,nllb-200-3.3B,ó máa ń dákẹ́ nígbà tí mo bá dé abúlé mi,àwọn ọ̀nà tó lọ sí abúlé mi ò dáa rárá,11,10,1.1,False,False,False
S095,yor,D,sentiment,Travelling home for a holiday,nllb-200-3.3B,Ìrìn àjò kékeré ni láti padà sílé.,Ẹ̀gbọ́n mi sọ fún mi pé ọ̀nà tó jìn gan-an ló gbà kó tó délé.,7,15,2.142857142857143,True,False,False
S096,yor,D,sentiment,Travelling home for a holiday,nllb-200-3.3B,Ilé náà máa ń lẹ́wà nígbà tí mo bá délé,Àwọn ilé náà ti bà jẹ́ gan - an nígbà tí mo dé abúlé náà,10,15,1.5,False,False,False
S097,yor,D,sentiment,Learning something new,nllb-200-3.3B,Mo kọ́ ọ̀rọ̀ tuntun kan lónìí ní kíláàsì èdè Gẹ̀ẹ́sì.,Olùkọ́ èdè Gẹ̀ẹ́sì kò lè kọ́ wa ní orí tó tẹ̀ lé e.,10,13,1.3,False,False,False
S098,yor,D,sentiment,Learning something new,nllb-200-3.3B,Mo ti kọ́ bí mo ṣe lè borí nínú eré orí kọ̀ǹpútà,Mi ò lè lóye àwọn ìtọ́ni tó wà nínú ìwé yìí,12,11,1.0909090909090908,False,False,False
S099,yor,D,sentiment,Learning something new,nllb-200-3.3B,"Níkẹyìn, mo mọ bí mo ṣe lè lo àkáǹtì mi láti yanjú àdììtú náà.",Mi ò lè lo tábìlì alábápá láti yanjú ìṣòro ìṣirò,14,10,1.4,False,False,False
